player_id,age,club_id,estimated_selling_value,expiry_date,name,position,rating,selling_value,selling_value_difference,transfer_status,updated_date,wage,value,contract,experience,personality,weeks_at_the_club,highest_bidding_club
12162679,17,106488,0,NULL,"Adrien Renard",DEFENDER_LEFT,0,43000,-43000,ALREADY_SOLD,"2019-10-04 19:32:22",12,0,NULL,0,NULL,0,NULL
12162672,19,106488,0,NULL,"Paco Fosse",GOALKEEPER,0,180000,-180000,ALREADY_SOLD,"2019-10-04 19:32:28",453,0,NULL,0,NULL,0,NULL
11870240,24,105934,0,NULL,"David Carr",DEFENDER_RIGHT,0,3000,-3000,ALREADY_SOLD,"2019-10-04 16:32:21",477,0,NULL,0,NULL,0,NULL
11555834,19,105925,0,NULL,"Gianmaria Cacciotti",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:30",13,0,NULL,0,NULL,0,NULL
9159798,23,105467,0,NULL,"Rafael Haanstra",DEFENDER_CENTER,0,80000,-80000,ALREADY_SOLD,"2019-10-04 16:32:21",4471,0,NULL,0,NULL,0,NULL
6489754,33,104957,0,NULL,"Nabil Taleb",MIDFIELDER_CENTER,0,23000,-23000,ALREADY_SOLD,"2019-10-04 16:32:22",1252,0,NULL,0,NULL,0,NULL
11844707,17,104666,0,NULL,"Neelkanta Ganesh",ATTACKER_CENTER,0,2000,-2000,ALREADY_SOLD,"2019-10-04 13:32:17",21,0,NULL,0,NULL,0,NULL
10321438,20,104161,0,NULL,"Nikolay Kirilov",ATTACKER_CENTER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 16:32:23",364,0,NULL,0,NULL,0,NULL
10315877,22,104063,0,NULL,"Silvester Tomazevic",MIDFIELDER_LEFT,0,1000,-1000,ALREADY_SOLD,"2019-10-04 16:32:24",327,0,NULL,0,NULL,0,NULL
10315859,21,104063,0,NULL,"Lovro Presern",DEFENDER_RIGHT,0,1000,-1000,ALREADY_SOLD,"2019-10-04 16:32:20",524,0,NULL,0,NULL,0,NULL
6303406,34,103574,0,NULL,"Relja Blagojevic",ATTACKER_CENTER,0,17000,-17000,ALREADY_SOLD,"2019-10-04 16:32:22",65,0,NULL,0,NULL,0,NULL
10311175,19,103543,0,NULL,"Kenko Kuga",GOALKEEPER,0,4000,-4000,ALREADY_SOLD,"2019-10-04 19:32:31",14,0,NULL,0,NULL,0,NULL
10588420,19,103543,0,NULL,"Yukihira Maeda",DEFENDER_LEFT,0,4000,-4000,ALREADY_SOLD,"2019-10-04 19:32:30",62,0,NULL,0,NULL,0,NULL
11241826,19,103543,0,NULL,"Keitaro Kudo",ATTACKER_CENTER,0,4000,-4000,ALREADY_SOLD,"2019-10-04 19:32:29",49,0,NULL,0,NULL,0,NULL
10486330,20,103477,0,NULL,"Nemanja Dimitrijevic",DEFENDER_CENTER,0,35000,-35000,ALREADY_SOLD,"2019-10-04 16:32:22",1502,0,NULL,0,NULL,0,NULL
5901331,33,102279,0,NULL,"Muhammad Yusuf",DEFENDER_LEFT,0,6000,-6000,ALREADY_SOLD,"2019-10-04 10:32:17",26636,0,NULL,0,NULL,0,NULL
9357901,23,101778,0,NULL,"Anastasio Lobaton",MIDFIELDER_RIGHT,0,8000,-8000,ALREADY_SOLD,"2019-10-04 13:32:18",718,0,NULL,0,NULL,0,NULL
11566461,19,99338,0,NULL,"Radenko Glisic",GOALKEEPER,0,2000,-2000,ALREADY_SOLD,"2019-10-04 19:32:30",34,0,NULL,0,NULL,0,NULL
11240155,18,97442,0,NULL,"Nizam Yozgatli",ATTACKER_CENTER,0,104000,-104000,ALREADY_SOLD,"2019-10-04 19:32:32",72,0,NULL,0,NULL,0,NULL
6571201,32,92388,0,NULL,"Tom Villadsen",MIDFIELDER_CENTER,0,1436000,-1436000,ALREADY_SOLD,"2019-10-04 13:32:18",5780,0,NULL,0,NULL,0,NULL
10420291,19,90820,0,NULL,"Thijs Van Der Kaijser",DEFENDER_RIGHT,0,2000,-2000,ALREADY_SOLD,"2019-10-04 16:32:23",205,0,NULL,0,NULL,0,NULL
7193412,29,84948,0,NULL,"Albertino Pessoa",ATTACKER_CENTER,0,123000,-123000,ALREADY_SOLD,"2019-10-04 16:32:24",1042,0,NULL,0,NULL,0,NULL
10199881,20,71681,0,NULL,"Robi Loncar",DEFENDER_RIGHT,0,1000,-1000,ALREADY_SOLD,"2019-10-04 16:32:22",551,0,NULL,0,NULL,0,NULL
10509361,20,71681,0,NULL,"Joze Gobec",DEFENDER_CENTER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 16:32:23",84,0,NULL,0,NULL,0,NULL
10310200,20,71681,0,NULL,"Zoran Burger",MIDFIELDER_CENTER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 16:32:24",327,0,NULL,0,NULL,0,NULL
11012888,19,52148,0,NULL,"Thomas Huynh",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:27",120,0,NULL,0,NULL,0,NULL
8106557,32,51908,0,NULL,"Igor Janzelj",DEFENDER_CENTER,0,5001000,-5001000,ALREADY_SOLD,"2019-10-04 13:32:18",10636,0,NULL,0,NULL,0,NULL
5250844,35,50960,0,NULL,"Milijan Stjelja",MIDFIELDER_CENTER,0,27000,-27000,ALREADY_SOLD,"2019-10-04 16:32:22",1259,0,NULL,0,NULL,0,NULL
6692704,33,46871,0,NULL,"Aaron Watson",DEFENDER_CENTER,0,120000,-120000,ALREADY_SOLD,"2019-10-04 16:32:22",1521,0,NULL,0,NULL,0,NULL
6394839,32,41983,0,NULL,"Joshua Madden",DEFENDER_CENTER,0,11000000,-11000000,ALREADY_SOLD,"2019-10-04 13:32:17",16817,0,NULL,0,NULL,0,NULL
6543337,31,35207,0,NULL,"Gianni Dewreede",DEFENDER_CENTER,0,17501000,-17501000,ALREADY_SOLD,"2019-10-04 13:32:18",44568,0,NULL,0,NULL,0,NULL
10483922,20,35207,0,NULL,"Radmilo Buncic",MIDFIELDER_LEFT,0,5000,-5000,ALREADY_SOLD,"2019-10-04 16:32:21",393,0,NULL,0,NULL,0,NULL
10886975,20,34385,0,NULL,"Damyan Maksimov",ATTACKER_CENTER,0,4000,-4000,ALREADY_SOLD,"2019-10-04 13:32:17",48,0,NULL,0,NULL,0,NULL
6298663,33,33493,0,NULL,"Kostadin Vidovic",GOALKEEPER,0,110000,-110000,ALREADY_SOLD,"2019-10-04 16:32:21",312,0,NULL,0,NULL,0,NULL
11239892,19,7750,0,NULL,"Milos Gustincic",MIDFIELDER_RIGHT,0,5000,-5000,ALREADY_SOLD,"2019-10-04 16:32:21",88,0,NULL,0,NULL,0,NULL
11111707,19,7750,0,NULL,"Ales Perovnik",ATTACKER_CENTER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 16:32:19",302,0,NULL,0,NULL,0,NULL
10381189,21,6544,0,NULL,"Wallace Long",MIDFIELDER_CENTER,0,563000,-563000,ALREADY_SOLD,"2019-10-04 13:32:17",1117,0,NULL,0,NULL,0,NULL
11548301,18,6544,0,NULL,"Rudy Mitchell",DEFENDER_LEFT,0,8000,-8000,ALREADY_SOLD,"2019-10-04 13:32:18",77,0,NULL,0,NULL,0,NULL
7675053,30,3974,0,NULL,"Tadej Tomazevic",GOALKEEPER,0,19000000,-19000000,ALREADY_SOLD,"2019-10-04 16:32:24",20815,0,NULL,0,NULL,0,NULL
6530764,32,1581,0,NULL,"Adriaan Sweers",DEFENDER_CENTER,0,9984000,-9984000,ALREADY_SOLD,"2019-10-04 13:32:18",12683,0,NULL,0,NULL,0,NULL
10936095,19,105013,0,NULL,"Miguel Henon",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:32",73,0,NULL,0,NULL,0,NULL
10380878,19,104297,0,NULL,"Edvard Blok",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:29",366,0,NULL,0,NULL,0,NULL
10312438,19,103543,0,NULL,"Rosanjin Genji",ATTACKER_LEFT,0,5000,-5000,ALREADY_SOLD,"2019-10-04 19:32:26",180,0,NULL,0,NULL,0,NULL
11207147,19,103543,0,NULL,"Daiki Nanba",ATTACKER_CENTER,0,4000,-4000,ALREADY_SOLD,"2019-10-04 19:32:31",26,0,NULL,0,NULL,0,NULL
11097105,19,95190,0,NULL,"Constantin Platamonu",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:30",282,0,NULL,0,NULL,0,NULL
11073444,19,89766,0,NULL,"Laurentiu Elmu",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:27",265,0,NULL,0,NULL,0,NULL
10433709,19,85628,0,NULL,"Krzysztof Woszynski",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:28",83,0,NULL,0,NULL,0,NULL
11085114,19,78633,0,NULL,"Iulian Firiteanu",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:28",248,0,NULL,0,NULL,0,NULL
10929564,19,74301,0,NULL,"Silviu Ifrim",GOALKEEPER,0,5000,-5000,ALREADY_SOLD,"2019-10-04 19:32:28",88,0,NULL,0,NULL,0,NULL
11074908,19,64416,0,NULL,"Bogdan Militaru",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:28",100,0,NULL,0,NULL,0,NULL
10725292,19,62034,0,NULL,"Mathijs Eebes",GOALKEEPER,0,10000,-10000,ALREADY_SOLD,"2019-10-04 19:32:24",175,0,NULL,0,NULL,0,NULL
10029950,30,59237,0,NULL,"Agilolf Dornig",MIDFIELDER_RIGHT,0,2302000,-2302000,ALREADY_SOLD,"2019-10-04 19:32:28",7644,0,NULL,0,NULL,0,NULL
10029956,30,59237,0,NULL,"Taras Stumpf",ATTACKER_CENTER,0,3583000,-3583000,ALREADY_SOLD,"2019-10-04 19:32:31",14914,0,NULL,0,NULL,0,NULL
11601389,17,54575,0,NULL,"Epe Matekalo",DEFENDER_CENTER,0,2000,-2000,ALREADY_SOLD,"2019-10-04 19:32:31",24,0,NULL,0,NULL,0,NULL
10396573,19,52148,0,NULL,"Martial Poncet",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:30",747,0,NULL,0,NULL,0,NULL
10675159,19,37161,0,NULL,"Julian Andres Mesa",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:29",293,0,NULL,0,NULL,0,NULL
10367253,19,37161,0,NULL,"Victor Andres Zuluaga",DEFENDER_RIGHT,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:29",168,0,NULL,0,NULL,0,NULL
10756745,18,25512,0,NULL,"Florin Lucan",DEFENDER_CENTER,0,100000,-100000,ALREADY_SOLD,"2019-10-04 19:32:23",583,0,NULL,0,NULL,0,NULL
10494159,19,7750,0,NULL,"Davor Vrhovsek",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:31",39,0,NULL,0,NULL,0,NULL
10446884,19,1431,0,NULL,"Stefan Notinaru",GOALKEEPER,0,5000,-5000,ALREADY_SOLD,"2019-10-04 19:32:30",104,0,NULL,0,NULL,0,NULL
10492380,19,81593,0,NULL,"Vladimir Vunduk",ATTACKER_CENTER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:30",201,0,NULL,0,NULL,0,NULL
8906497,25,104708,0,NULL,"Constantin Iorgu",DEFENDER_RIGHT,0,12000,-12000,ALREADY_SOLD,"2019-10-04 19:32:29",943,0,NULL,0,NULL,0,NULL
10198038,22,104708,0,NULL,"Marcel Dominko",MIDFIELDER_CENTER,0,2000,-2000,ALREADY_SOLD,"2019-10-04 19:32:17",94,0,NULL,0,NULL,0,NULL
9043910,26,101915,0,NULL,"Andrzej Otocki",DEFENDER_CENTER,0,14505999,-14505999,ALREADY_SOLD,"2019-10-04 19:32:28",10255,0,NULL,0,NULL,0,NULL
7741399,28,101655,0,NULL,"Yi Lin Cao",DEFENDER_CENTER,0,1500000,-1500000,ALREADY_SOLD,"2019-10-04 19:32:31",19666,0,NULL,0,NULL,0,NULL
9626831,23,100327,0,NULL,"Elias Sailer",DEFENDER_CENTER,0,3000,-3000,ALREADY_SOLD,"2019-10-04 19:32:31",3999,0,NULL,0,NULL,0,NULL
9563429,23,77788,0,NULL,"Matevz Kalan",ATTACKER_CENTER,0,15008000,-15008000,ALREADY_SOLD,"2019-10-04 19:32:26",3487,0,NULL,0,NULL,0,NULL
11855880,17,54575,0,NULL,"Ivan Matusic",MIDFIELDER_CENTER,0,2000,-2000,ALREADY_SOLD,"2019-10-04 19:32:28",155,0,NULL,0,NULL,0,NULL
7035986,30,53739,0,NULL,"Melik Ulcay",MIDFIELDER_CENTER,0,19001000,-19001000,ALREADY_SOLD,"2019-10-04 19:32:31",639,0,NULL,0,NULL,0,NULL
11111377,19,2977,0,NULL,"Jozef Hocevar",MIDFIELDER_LEFT,0,91582,-91582,ALREADY_SOLD,"2019-10-04 19:32:24",48,0,NULL,0,NULL,0,NULL
7591403,28,1977,0,NULL,"Eirik Tjoetta",MIDFIELDER_LEFT,0,2805000,-2805000,ALREADY_SOLD,"2019-10-04 19:32:21",35118,0,NULL,0,NULL,0,NULL
8324211,26,105745,0,NULL,"Eskil Jensson",ATTACKER_CENTER,0,1605000,-1605000,ALREADY_SOLD,"2019-10-04 22:32:19",2410,0,NULL,0,NULL,0,NULL
7895881,27,103825,0,NULL,"Francois Guilloux",MIDFIELDER_CENTER,0,1891000,-1891000,ALREADY_SOLD,"2019-10-04 22:32:20",3825,0,NULL,0,NULL,0,NULL
8411428,28,103545,0,NULL,"Matej Zver",MIDFIELDER_RIGHT,0,2053000,-2053000,ALREADY_SOLD,"2019-10-04 19:32:22",1122,0,NULL,0,NULL,0,NULL
7193428,31,102235,0,NULL,"Cyrian Karamanis",MIDFIELDER_RIGHT,0,3003000,-3003000,ALREADY_SOLD,"2019-10-04 22:32:19",5410,0,NULL,0,NULL,0,NULL
8331371,26,99282,0,NULL,"Sarp Alapinar",MIDFIELDER_LEFT,0,2502000,-2502000,ALREADY_SOLD,"2019-10-04 22:32:20",1241,0,NULL,0,NULL,0,NULL
8145111,27,98341,0,NULL,"Md Nawsher Ali Mobin",DEFENDER_CENTER,0,201000,-201000,ALREADY_SOLD,"2019-10-04 22:32:19",1589,0,NULL,0,NULL,0,NULL
8920734,25,94807,0,NULL,"Jevrem Bjekovic",MIDFIELDER_CENTER,0,877000,-877000,ALREADY_SOLD,"2019-10-04 22:32:19",331,0,NULL,0,NULL,0,NULL
5232911,35,66483,0,NULL,"Valeriu Granciu",GOALKEEPER,0,1000,-1000,ALREADY_SOLD,"2019-10-04 22:32:20",26949,0,NULL,0,NULL,0,NULL
10003941,25,49907,0,NULL,"Enrique Delgado",GOALKEEPER,0,50000,-50000,ALREADY_SOLD,"2019-10-04 22:32:20",1129,0,NULL,0,NULL,0,NULL
7779883,30,31064,0,NULL,"Eduardo Agustin Sanguinet Martinez",GOALKEEPER,0,2600000,-2600000,ALREADY_SOLD,"2019-10-04 22:32:19",4921,0,NULL,0,NULL,0,NULL
8101492,26,11241,0,NULL,"Darcy Traviss",ATTACKER_LEFT,0,831000,-831000,ALREADY_SOLD,"2019-10-04 22:34:08",1845,0,NULL,0,NULL,0,NULL
11245044,19,6544,0,NULL,"Peter Zupanc",MIDFIELDER_LEFT,0,1000,-1000,ALREADY_SOLD,"2019-10-04 19:32:26",33,0,NULL,0,NULL,0,NULL
9351660,23,106130,5582271,"2019-10-08 15:15:00","Owen Gonzi",DEFENDER_CENTER,9,23000,5559271,ALREADY_SOLD,"2019-10-08 16:46:37",290,143499,NULL,0,NULL,0,NULL
7239026,31,105467,3673044,"2019-10-08 16:08:00","Idris Leroy",MIDFIELDER_CENTER,24,13000,3660044,ALREADY_SOLD,"2019-10-08 16:46:38",6141,2196691,NULL,0,NULL,0,NULL
9869731,21,105146,4310445,"2019-10-08 15:07:00","Davor Laurencic",DEFENDER_CENTER,13,6000,4304445,ALREADY_SOLD,"2019-10-08 16:46:38",649,208000,NULL,0,NULL,0,NULL
10312215,19,103988,3538819,"2019-10-08 15:12:00","Jurij Vrhovnik",MIDFIELDER_RIGHT,11,50000,3488819,ALREADY_SOLD,"2019-10-08 16:46:38",349,156104,NULL,0,NULL,0,NULL
10521774,19,103988,3056874,"2019-10-08 15:12:00","France Grill",MIDFIELDER_RIGHT,7,1000,3055874,ALREADY_SOLD,"2019-10-08 16:46:38",126,122958,NULL,0,NULL,0,NULL
10310094,20,103956,3688836,"2019-10-08 15:10:00","Uros Novak",DEFENDER_LEFT,9,1000,3687836,ALREADY_SOLD,"2019-10-08 16:46:38",186,87745,NULL,0,NULL,0,NULL
11863004,17,103834,1145904,"2019-10-08 15:25:00","Caglar Dogru",MIDFIELDER_RIGHT,5,3501000,-2355096,ALREADY_SOLD,"2019-10-08 16:46:38",24,44196,NULL,0,NULL,0,NULL
8104132,26,103759,3023765,"2019-10-08 14:54:00","Raimond Leht",DEFENDER_LEFT,21,4000,3019765,ALREADY_SOLD,"2019-10-08 16:46:38",2783,804428,NULL,0,NULL,0,NULL
9996776,21,103356,5094256,"2019-10-08 15:09:00","Mitja Kamensek",DEFENDER_RIGHT,4,51000,5043256,ALREADY_SOLD,"2019-10-08 16:46:38",59,116816,NULL,0,NULL,0,NULL
10828588,19,98990,3538819,"2019-10-08 15:16:00","Marcel Bratovic",DEFENDER_CENTER,11,21000,3517819,ALREADY_SOLD,"2019-10-08 16:46:38",323,143209,NULL,0,NULL,0,NULL
9448788,22,96467,0,"2019-10-08 14:32:00","Arttu Nieminen",DEFENDER_CENTER,18,2000,0,ALREADY_SOLD,"2019-10-08 14:43:16",1869,526600,NULL,0,NULL,0,NULL
9448791,22,96467,0,"2019-10-08 14:32:00","Santeri Rauhala",MIDFIELDER_CENTER,10,2000,0,ALREADY_SOLD,"2019-10-08 14:43:16",351,163912,NULL,0,NULL,0,NULL
10652778,19,1000,8932497,"2019-10-27 01:34:00","Chris Undery",GOALKEEPER,11,461000,0,ALREADY_SOLD,NULL,356,158553,"2 seasons",0,-,15,"Raspad United"
8547532,27,88579,4003907,"2019-10-08 14:54:00","Pawel Burdzel",ATTACKER_CENTER,14,10000,3993907,ALREADY_SOLD,"2019-10-08 16:46:39",896,290552,NULL,0,NULL,0,NULL
10509807,19,72904,4252884,"2019-10-08 15:14:00","Dominik Gojsnik",DEFENDER_CENTER,9,2000,4250884,ALREADY_SOLD,"2019-10-08 16:46:39",209,95685,NULL,0,NULL,0,NULL
6766600,33,63789,4777320,"2019-10-08 15:36:00","Eli Tsiman",GOALKEEPER,20,301000,4476320,ALREADY_SOLD,"2019-10-08 16:46:39",3632,481680,NULL,0,NULL,0,NULL
11123594,19,63135,4330257,"2019-10-08 15:17:00","Bozidar Pajek",DEFENDER_CENTER,7,4000,4326257,ALREADY_SOLD,"2019-10-08 16:46:39",93,92581,NULL,0,NULL,0,NULL
10506043,19,63135,3688389,"2019-10-08 15:18:00","Lev Gorisek",MIDFIELDER_RIGHT,8,1000,3687389,ALREADY_SOLD,"2019-10-08 16:46:39",177,82620,NULL,0,NULL,0,NULL
10928801,20,63135,5065475,"2019-10-08 15:18:00","Miroslav Zelenc",ATTACKER_CENTER,2,2000,5063475,ALREADY_SOLD,"2019-10-08 16:46:39",17,86587,NULL,0,NULL,0,NULL
10936181,19,15981,4781418,"2019-10-08 15:17:00","Tine Krajsek",DEFENDER_CENTER,4,2000,4779418,ALREADY_SOLD,"2019-10-08 16:46:39",44,88216,NULL,0,NULL,0,NULL
10921172,18,106159,1785090,"2019-10-09 12:17:00","Saber Abdi",MIDFIELDER_CENTER,5,33000,1752090,ALREADY_SOLD,"2019-10-09 14:28:55",24,50365,NULL,0,NULL,0,NULL
10138908,20,106125,5236139,"2019-10-09 18:24:00","Daniel Arsene",DEFENDER_CENTER,9,12000,5224139,ALREADY_SOLD,"2019-10-09 18:38:20",216,99887,NULL,0,NULL,0,NULL
11018271,19,105013,1657384,"2019-10-09 12:22:00","Antoine Berthier",MIDFIELDER_RIGHT,8,1000,1656384,ALREADY_SOLD,"2019-10-09 14:28:55",165,79495,NULL,0,NULL,0,NULL
10929222,18,104890,2659527,"2019-10-09 12:18:00","Ryszard Rudawski",MIDFIELDER_CENTER,8,9000,2650527,ALREADY_SOLD,"2019-10-09 14:28:55",126,65495,NULL,0,NULL,0,NULL
11548415,18,104719,2813783,"2019-10-09 12:17:00","Rajivlochan Saini",ATTACKER_CENTER,5,8000,2805783,ALREADY_SOLD,"2019-10-09 14:28:55",21,60618,NULL,0,NULL,0,NULL
11860776,17,104576,1636045,"2019-10-09 12:17:00","Mihail Romascu",ATTACKER_CENTER,3,57000,1579045,ALREADY_SOLD,"2019-10-09 14:28:55",8,40523,NULL,0,NULL,0,NULL
10645250,19,104575,908003,"2019-10-09 12:22:00","Louie Kitchen",MIDFIELDER_LEFT,14,10000,898003,ALREADY_SOLD,"2019-10-09 14:28:55",516,172110,NULL,0,NULL,0,NULL
9082369,23,104513,4971425,"2019-10-09 10:35:00","Niko Nurminen",ATTACKER_CENTER,13,570421,4401004,ALREADY_SOLD,"2019-10-09 11:20:14",774,261426,NULL,0,NULL,0,NULL
9934529,21,104426,4163944,"2019-10-09 14:51:00","Cagatay Gokmete",MIDFIELDER_CENTER,14,250999,3912945,ALREADY_SOLD,"2019-10-09 15:21:19",1225,424570,NULL,0,NULL,0,NULL
10941786,18,104298,2488110,"2019-10-09 12:19:00","Rares Dragan",DEFENDER_RIGHT,10,6000,2482110,ALREADY_SOLD,"2019-10-09 14:28:55",119,111562,NULL,0,NULL,0,NULL
10941792,18,104298,1665156,"2019-10-09 12:19:00","Toma Platamonu",MIDFIELDER_LEFT,10,3000,1662156,ALREADY_SOLD,"2019-10-09 14:28:55",157,91050,NULL,0,NULL,0,NULL
5921994,35,104266,4607460,"2019-10-09 12:10:00","Nicu Dinu",DEFENDER_RIGHT,13,5000,4602460,ALREADY_SOLD,"2019-10-09 14:28:55",888,51191,NULL,0,NULL,0,NULL
10031651,23,103931,4572875,"2019-10-09 14:51:00","Sami Manaa",MIDFIELDER_CENTER,14,201000,4371875,ALREADY_SOLD,"2019-10-09 15:21:19",924,308979,NULL,0,NULL,0,NULL
10903380,18,103896,1662595,"2019-10-09 12:17:00","Jong Soo Rheem",ATTACKER_RIGHT,3,72000,1590595,ALREADY_SOLD,"2019-10-09 14:28:56",11,55016,NULL,0,NULL,0,NULL
10903379,18,103896,1373613,"2019-10-09 12:17:00","Hye Jin Yim",MIDFIELDER_RIGHT,5,73000,1300613,ALREADY_SOLD,"2019-10-09 14:28:56",28,54696,NULL,0,NULL,0,NULL
10903378,18,103896,908284,"2019-10-09 12:17:00","Dong Moon Ra",MIDFIELDER_RIGHT,7,83000,825284,ALREADY_SOLD,"2019-10-09 14:28:56",49,46420,NULL,0,NULL,0,NULL
10620582,18,103896,1760629,"2019-10-09 12:18:00","Byung Chul Shon",DEFENDER_CENTER,7,15120000,-13359371,ALREADY_SOLD,"2019-10-09 14:28:56",86,83200,NULL,0,NULL,0,NULL
10930998,18,103896,1574422,"2019-10-09 12:19:00","Hong Chul Cha",DEFENDER_CENTER,3,75000,1499422,ALREADY_SOLD,"2019-10-09 14:28:56",11,53527,NULL,0,NULL,0,NULL
10931232,18,103896,1030779,"2019-10-09 12:19:00","Wok Soon Jon",DEFENDER_RIGHT,9,48000,982779,ALREADY_SOLD,"2019-10-09 14:28:56",128,58187,NULL,0,NULL,0,NULL
11212908,19,103896,969155,"2019-10-09 12:20:00","Yong Ik Kim",ATTACKER_LEFT,9,72000,897155,ALREADY_SOLD,"2019-10-09 14:28:56",111,52504,NULL,0,NULL,0,NULL
11242164,19,103896,1659754,"2019-10-09 12:20:00","Jung Mo Chol",ATTACKER_CENTER,3,70000,1589754,ALREADY_SOLD,"2019-10-09 14:28:56",11,57027,NULL,0,NULL,0,NULL
10903381,19,103896,1894884,"2019-10-09 12:20:00","Chang Uk Chae",DEFENDER_CENTER,3,75000,1819884,ALREADY_SOLD,"2019-10-09 14:28:56",12,61540,NULL,0,NULL,0,NULL
10310778,19,103896,1275298,"2019-10-09 12:20:00","Jung Hun Jegal",DEFENDER_LEFT,8,82000,1193298,ALREADY_SOLD,"2019-10-09 14:28:57",134,66267,NULL,0,NULL,0,NULL
11521732,18,103896,1339292,"2019-10-09 12:20:00","Kook Young Seok",DEFENDER_LEFT,3,68000,1271292,ALREADY_SOLD,"2019-10-09 14:28:57",7,34008,NULL,0,NULL,0,NULL
11521733,17,103896,739708,"2019-10-09 12:20:00","Dae Hyun Chol",MIDFIELDER_CENTER,9,76000,663708,ALREADY_SOLD,"2019-10-09 14:28:57",101,46520,NULL,0,NULL,0,NULL
11212907,17,103896,1040921,"2019-10-09 12:20:00","Young Su Bang",MIDFIELDER_LEFT,6,76000,964921,ALREADY_SOLD,"2019-10-09 14:28:57",50,48802,NULL,0,NULL,0,NULL
11521734,17,103896,1053151,"2019-10-09 12:20:00","Young-Pyo Yi",MIDFIELDER_LEFT,5,65000,988151,ALREADY_SOLD,"2019-10-09 14:28:57",19,36078,NULL,0,NULL,0,NULL
11829268,17,103896,1124164,"2019-10-09 12:20:00","Jin Hyung Ahn",MIDFIELDER_CENTER,4,72000,1052164,ALREADY_SOLD,"2019-10-09 14:28:57",18,35014,NULL,0,NULL,0,NULL
11212910,18,103896,820110,"2019-10-09 12:20:00","Wah Bo Koo",ATTACKER_CENTER,7,70000,750110,ALREADY_SOLD,"2019-10-09 14:28:57",40,37348,NULL,0,NULL,0,NULL
11005735,19,101713,2399465,"2019-10-09 12:21:00","Eliot Orman",ATTACKER_CENTER,5,13170,2386295,ALREADY_SOLD,"2019-10-09 14:28:57",43,88365,NULL,0,NULL,0,NULL
11005737,19,101713,1941436,"2019-10-09 12:21:00","Jerry Victor",MIDFIELDER_CENTER,4,10830,1930606,ALREADY_SOLD,"2019-10-09 14:28:57",36,73201,NULL,0,NULL,0,NULL
10729357,18,101581,1738538,"2019-10-09 12:17:00","Antonie Ketelaar",ATTACKER_LEFT,4,1000,1737538,ALREADY_SOLD,"2019-10-09 14:28:57",21,42153,NULL,0,NULL,0,NULL
10933249,18,101581,1579352,"2019-10-09 12:19:00","Miguel Zondag",ATTACKER_CENTER,5,1000,1578352,ALREADY_SOLD,"2019-10-09 14:28:58",23,45365,NULL,0,NULL,0,NULL
5322652,35,101478,4555678,"2019-10-09 16:22:00","Stepanek Knespl",GOALKEEPER,29,34000,4521678,ALREADY_SOLD,"2019-10-09 16:56:29",11454,1547052,NULL,0,NULL,0,NULL
9648028,22,98318,6587694,"2019-10-09 18:21:00","Sean O'Brophy",MIDFIELDER_LEFT,17,63158000,-56570306,ALREADY_SOLD,"2019-10-09 18:38:20",1981,635457,NULL,0,NULL,0,NULL
10436067,21,96360,4203998,"2019-10-09 11:30:00","Michal Czeszyk",ATTACKER_CENTER,18,1024000,3179998,ALREADY_SOLD,"2019-10-09 14:28:58",2295,676578,NULL,0,NULL,0,NULL
11396743,17,83903,3361420,"2019-10-09 14:56:00","Bogdan Munteanu",MIDFIELDER_LEFT,9,110155,3251265,ALREADY_SOLD,"2019-10-09 15:21:19",152,69240,NULL,0,NULL,0,NULL
10023536,22,53605,11653797,"2019-10-11 21:36:00","Pedro Henkel",GOALKEEPER,11,466000,11187797,ALREADY_SOLD,"2019-10-11 22:31:18",488,226572,NULL,0,NULL,0,NULL
11548332,18,48570,1268279,"2019-10-09 12:18:00","Jan Ryll",DEFENDER_CENTER,4,3000,1265279,ALREADY_SOLD,"2019-10-09 14:28:58",22,44086,NULL,0,NULL,0,NULL
